ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
11599,ECON,2020,108,Discussion,0,Staff,Fr 9:00am - 9:50am,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11600,ECON,2020,109,Discussion,0,Staff,Mo 6:00pm - 6:50pm,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11601,ECON,2020,110,Discussion,0,Staff,Mo 4:00pm - 4:50pm,Nau Hall 141,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11602,ECON,2020,111,Discussion,0,Staff,Fr 2:00pm - 2:50pm,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11603,ECON,2020,112,Discussion,0,Staff,Tu 8:30am - 9:20am,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11604,ECON,2020,114,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11605,ECON,2020,115,Discussion,0,Staff,Fr 2:00pm - 2:50pm,New Cabell Hall 315,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11606,ECON,2020,119,Discussion,0,Staff,Mo 8:00pm - 8:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11607,ECON,2020,120,Discussion,0,Staff,Tu 8:30am - 9:20am,New Cabell Hall 027,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11608,ECON,2020,121,Discussion,0,Staff,Mo 8:00am - 8:50am,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11609,ECON,2020,122,Discussion,0,Staff,Mo 5:00pm - 5:50pm,New Cabell Hall 056,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11610,ECON,2020,124,Discussion,0,Staff,Mo 5:00pm - 5:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11611,ECON,2020,125,Discussion,0,Staff,Mo 6:00pm - 6:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11612,ECON,2020,126,Discussion,0,Staff,Mo 4:00pm - 4:50pm,Bryan Hall 332,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11613,ECON,2020,127,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11614,ECON,2020,128,Discussion,0,Staff,Tu 8:30am - 9:20am,New Cabell Hall 395,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11615,ECON,2020,129,Discussion,0,Staff,Fr 3:00pm - 3:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11616,ECON,2020,130,Discussion,0,Staff,Fr 2:00pm - 2:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11617,ECON,2020,131,Discussion,0,Staff,Mo 6:00pm - 6:50pm,Maury Hall 113,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11618,ECON,2020,132,Discussion,0,Staff,Mo 5:00pm - 5:50pm,New Cabell Hall 309,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11619,ECON,2020,133,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11620,ECON,2020,135,Discussion,0,Staff,Mo 5:00pm - 5:50pm,New Cabell Hall 232,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11621,ECON,2020,136,Discussion,0,Staff,Mo 7:00pm - 7:50pm,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11622,ECON,2020,137,Discussion,0,Staff,Mo 6:00pm - 6:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11623,ECON,2020,138,Discussion,0,Staff,Fr 2:00pm - 2:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11624,ECON,2020,139,Discussion,0,Staff,Fr 8:00am - 8:50am,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11626,ECON,2020,144,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11627,ECON,2020,145,Discussion,0,Staff,Fr 8:00am - 8:50am,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11628,ECON,2020,146,Discussion,0,Staff,Mo 4:00pm - 4:50pm,Kerchof Hall 317,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11629,ECON,2020,147,Discussion,0,Staff,Fr 12:00pm - 12:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11630,ECON,2020,148,Discussion,0,Staff,Fr 12:00pm - 12:50pm,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11631,ECON,2020,150,Discussion,0,Staff,Mo 1:00pm - 1:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13921,ECON,2020,154,Discussion,0,Staff,Fr 9:00am - 9:50am,New Cabell Hall 168,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13922,ECON,2020,155,Discussion,0,Staff,Fr 11:00am - 11:50am,Dell 2 100,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13924,ECON,2020,157,Discussion,0,Staff,Mo 8:00am - 8:50am,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13926,ECON,2020,158,Discussion,0,Staff,Tu 8:30am - 9:20am,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13927,ECON,2020,159,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13928,ECON,2020,160,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18621,ECON,2020,161,Discussion,0,Staff,Fr 11:00am - 11:50am,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18622,ECON,2020,162,Discussion,0,Staff,Fr 1:00pm - 1:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18623,ECON,2020,163,Discussion,0,Staff,Fr 1:00pm - 1:50pm,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18933,ECON,2020,164,Discussion,0,Staff,Fr 3:00pm - 3:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
20540,ECON,2559,001,Lecture,3,"Jennifer Bair, Kerem Cosar, Robert Bruner, Sonal Pandya",TuTh 5:00pm - 6:15pm,Wilson Hall 301,01/19/2022 - 05/03/2022,,,,,,,,,,,,,New Course in Economics,Democracy and Inequality,Open,0,180,0,New course in the subject of economics.
10104,ECON,3010,001,Lecture,4,Peter Troyan,TuTh 5:00pm - 6:15pm,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,75,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
11587,ECON,3010,002,Lecture,4,Peter Troyan,TuTh 3:30pm - 4:45pm,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,85,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
10105,ECON,3010,101,Discussion,0,Staff,Fr 8:00am - 8:50am,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
10106,ECON,3010,102,Discussion,0,Staff,Fr 9:00am - 9:50am,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
10107,ECON,3010,103,Discussion,0,Staff,Fr 10:00am - 10:50am,New Cabell Hall 032,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
10108,ECON,3010,104,Discussion,0,Staff,Fr 9:00am - 9:50am,Maury Hall 110,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
10555,ECON,3010,105,Discussion,0,Staff,Th 7:00pm - 7:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
10556,ECON,3010,106,Discussion,0,Staff,Th 8:00pm - 8:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
12607,ECON,3010,200,Lecture,4,Andrew Kloosterman,TuTh 9:30am - 10:45am,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,90,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
18865,ECON,3010,201,Discussion,0,Staff,Fr 12:00pm - 12:50pm,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
12609,ECON,3010,202,Discussion,0,Staff,Fr 1:00pm - 1:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
12610,ECON,3010,203,Discussion,0,Staff,Fr 2:00pm - 2:50pm,Maury Hall 113,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
12611,ECON,3010,204,Discussion,0,Staff,Fr 3:00pm - 3:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
18349,ECON,3010,300,Lecture,4,Marc Santugini Repiquet,TuTh 11:00am - 12:15pm,Clark Hall 108,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,90,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
18377,ECON,3010,301,Discussion,0,Staff,Fr 8:00am - 8:50am,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
18378,ECON,3010,302,Discussion,0,Staff,Fr 9:00am - 9:50am,Clark Hall G004,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Intermediate Microeconomics,,Open,0,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy. Credit is not given for both ECON 3010 and 3110. Prerequisite: ECON 2010 and one of the following: MATH 1220, MATH 1320, APMA 1110."
